full_name,age,birthday,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Daniel Ginczek,29,671500800,Bundesliga,2019/2020,Forward,Wolfsburg,768,376,392,Germany,18,5,4,3,0,3,1,1,0,0,0,2,1,1,17,9,8,2,0,0.47,0.12,0.35,0,0.69,256,1.99,45,43,384,768,0.23,55,135,-1,5
Danny Latza,30,628992000,Bundesliga,2019/2020,Midfielder,Mainz 05,1374,631,743,Germany,23,7,8,0,0,0,2,1,1,0,0,3,1,2,24,8,16,7,0,0.13,0.13,0,0,0,0,1.57,57,60,196,687,0.46,380,121,-1,23
Danny Vieira da Costa,27,742521600,Bundesliga,2019/2020,Defender,Eintracht Frankfurt,1389,741,648,Germany,19,8,7,1,0,1,4,4,0,0,0,3,3,0,26,9,17,0,0,0.32,0.26,0.06,0,0.14,1389,1.68,53,73,0,347,0,204,41,93,12
Darko Churlinov,20,963273600,Bundesliga,2019/2020,Midfielder,Köln,20,0,20,FYR Macedonia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,-1,-1,-1,21
David Abraham,34,521769600,Bundesliga,2019/2020,Defender,Eintracht Frankfurt,1691,794,897,Argentina,20,9,10,2,2,0,0,0,0,0,0,5,4,1,27,10,17,3,1,0.11,0,0.11,0.23,0,846,1.44,63,85,423,0,0.21,157,370,64,10
David Alaba,28,709344000,Bundesliga,2019/2020,Defender,Bayern München,2498,1170,1328,Austria,28,13,14,1,1,0,1,1,0,0,0,14,6,8,22,11,11,0,0,0.07,0.04,0.04,0.08,0,2498,0.79,114,89,0,2498,0,224,240,6,15
Davie Selke,25,790560000,Bundesliga,2019/2020,Forward,Werder Bremen,1415,802,613,Germany,30,9,6,1,1,0,1,1,0,0,0,7,3,4,27,16,11,6,0,0.13,0.06,0.06,0.11,0,1415,1.72,52,47,236,1415,0.38,202,218,-1,9
Davy Klaassen,27,730252800,Bundesliga,2019/2020,Midfielder,Werder Bremen,2941,1414,1527,Netherlands,33,16,17,7,1,6,5,0,5,1,2,4,1,3,62,29,33,7,0,0.37,0.15,0.21,0.06,0.35,420,1.9,47,89,420,588,0.21,104,103,-1,3
Dawid Kownacki,23,858297600,Bundesliga,2019/2020,Forward,Fortuna Düsseldorf,1090,562,528,Poland,20,6,5,0,0,0,0,0,0,0,0,2,2,0,24,9,15,4,0,0,0,0,0,0,0,1.98,45,55,273,0,0.33,245,347,-1,17
Dayot Upamecano,21,909446400,Bundesliga,2019/2020,Defender,RB Leipzig,2359,1129,1230,France,28,13,14,0,0,0,1,1,0,0,0,8,2,6,27,15,12,8,1,0.04,0.04,0,0,0,0,1.03,87,84,295,2359,0.31,283,242,26,19
