full_name,age,birthday,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Alessandro Russo,19,986025600,Serie A,2019/2020,Goalkeeper,Sassuolo,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Alessandro Semprini,22,888307200,Serie A,2019/2020,Defender,Brescia,627,311,316,Italy,12,3,3,1,1,0,0,0,0,0,0,1,1,0,19,4,15,2,0,0.14,0,0.14,0.29,0,627,2.73,33,52,314,0,0.29,142,389,192,9
Alessandro Tripaldelli,21,918547200,Serie A,2019/2020,Defender,Sassuolo,134,134,0,Italy,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,2.69,34,67,0,0,0,-1,-1,-1,21
Alessio Cragno,26,772786800,Serie A,2019/2020,Goalkeeper,Cagliari,1440,720,720,Italy,16,8,8,0,0,0,0,0,0,0,0,3,2,1,20,7,13,1,0,0,0,0,0,0,0,1.25,72,90,1440,0,0.06,280,283,81,13
Alessio Riccardi,19,986281200,Serie A,2019/2020,Forward,Roma,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Alessio Romagnoli,25,789897600,Serie A,2019/2020,Defender,AC Milan,3092,1530,1562,Italy,35,17,18,1,1,0,0,0,0,0,0,11,6,5,41,18,23,4,0,0.03,0,0.03,0.06,0,3092,1.19,75,88,773,0,0.12,263,332,73,13
Álex Berenguer,25,804841200,Serie A,2019/2020,Forward,Torino,1828,753,1075,Spain,29,9,12,6,2,4,2,2,0,0,0,5,2,3,36,15,21,4,0,0.39,0.1,0.3,0.24,0.33,305,1.77,51,63,457,914,0.2,67,155,-1,3
Alex Ferrari,26,773046000,Serie A,2019/2020,Defender,Sampdoria,1005,519,486,Italy,12,6,5,0,0,0,0,0,0,0,0,4,2,2,12,5,7,4,0,0,0,0,0,0,0,1.07,84,84,251,0,0.36,452,393,39,22
Alex Meret,23,859017600,Serie A,2019/2020,Goalkeeper,Napoli,1950,810,1140,Italy,22,9,12,0,0,0,0,0,0,0,0,3,2,1,30,9,21,0,0,0,0,0,0,0,0,1.38,65,89,0,0,0,379,379,101,18
Alex Sandro,29,664876800,Serie A,2019/2020,Defender,Juventus,2386,1121,1265,Brazil,29,13,14,1,0,1,3,0,3,0,0,8,6,2,29,10,19,4,0,0.15,0.11,0.04,0,0.07,2386,1.09,82,82,597,795,0.15,249,137,45,14
Alexis Saelemaekers,21,930466800,Serie A,2019/2020,Midfielder,AC Milan,684,265,419,Belgium,13,3,3,1,1,0,0,0,0,0,0,3,2,1,9,4,5,4,1,0.13,0,0.13,0.34,0,684,1.18,76,53,171,0,0.53,153,286,-1,14
Alexis Sanchez,31,598521600,Serie A,2019/2020,Forward,Inter Milan,917,490,427,Chile,22,6,4,4,1,3,8,6,2,1,0,9,5,4,9,5,4,4,1,1.18,0.79,0.39,0.18,0.63,229,0.88,102,42,229,115,0.39,42,1,-1,6
Alfred Duncan,27,731750400,Serie A,2019/2020,Midfielder,Fiorentina,1735,907,828,Ghana,26,10,10,2,1,1,6,5,1,0,0,8,4,4,25,15,10,5,0,0.41,0.31,0.1,0.1,0.11,868,1.3,69,67,347,289,0.26,178,19,-1,10
Alfredo Donnarumma,29,659952000,Serie A,2019/2020,Forward,Brescia,1685,728,957,Italy,31,8,12,7,5,2,2,2,0,2,0,5,2,3,41,16,25,1,0,0.48,0.11,0.37,0.62,0.19,241,2.19,41,54,1685,843,0.05,46,141,-1,2
Allan,29,663321600,Serie A,2019/2020,Midfielder,Napoli,1281,520,761,Brazil,23,7,9,2,1,1,1,0,1,0,0,4,2,2,19,7,12,3,0,0.21,0.07,0.14,0.17,0.12,641,1.33,67,56,427,1281,0.21,143,197,-1,11
Altin Kryeziu,18,1010044800,Serie A,2019/2020,Midfielder,SPAL,0,0,0,Kosovo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Aly Malle,22,891590400,Serie A,2019/2020,Forward,Udinese,0,0,0,Mali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Amad Diallo Traoré,18,1026370800,Serie A,2019/2020,Forward,Atalanta,24,24,0,Côte d'Ivoire,3,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3.75,0,3.75,3.75,0,24,0,0,8,0,0,0,-1,-1,-1,14
Amadou Diawara,23,869122800,Serie A,2019/2020,Midfielder,Roma,1523,808,715,Guinea,22,11,8,1,0,1,1,0,1,1,0,4,1,3,19,12,7,4,0,0.12,0.06,0.06,0,0.13,1523,1.12,80,69,381,1523,0.24,222,220,-1,12
Amin Younes,26,744620400,Serie A,2019/2020,Forward,Napoli,169,96,73,Germany,9,1,0,1,1,0,0,0,0,0,0,2,2,0,1,0,1,1,0,0.53,0,0.53,0.94,0,169,0.53,169,19,169,0,0.53,-1,-1,-1,15
Amir Rrahmani,26,762076800,Serie A,2019/2020,Defender,Hellas Verona,3229,1609,1620,Kosovo,36,18,18,0,0,0,1,1,0,0,0,9,4,5,42,22,20,5,0,0.03,0.03,0,0,0,0,1.17,77,90,646,3229,0.14,388,261,67,28
André Anderson Pomilio Lima da Silva,20,938070000,Serie A,2019/2020,Forward,Lazio,56,10,46,Brazil,6,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1.61,56,9,0,0,0,-1,-1,-1,14
André Silva,24,815644800,Serie A,2019/2020,Forward,AC Milan,61,61,0,Portugal,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,61,61,0,1.48,-1,-1,-1,23
Andrea Adorante,20,949737600,Serie A,2019/2020,Forward,Parma,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Andrea Belotti,26,756374400,Serie A,2019/2020,Forward,Torino,3010,1466,1544,Italy,36,17,17,16,8,8,3,3,0,7,1,6,4,2,58,23,35,4,0,0.57,0.09,0.48,0.49,0.47,188,1.73,52,84,753,1003,0.12,28,173,-1,1
Andrea Bertolacci,29,663580800,Serie A,2019/2020,Midfielder,Sampdoria,537,333,204,Italy,12,5,3,0,0,0,0,0,0,0,0,4,4,0,8,5,3,3,0,0,0,0,0,0,0,1.34,67,45,179,0,0.5,277,266,-1,12
Andrea Carboni,19,981273600,Serie A,2019/2020,Defender,Cagliari,369,161,208,Italy,7,3,2,0,0,0,0,0,0,0,0,1,0,1,7,3,4,6,2,0,0,0,0,0,0,1.71,53,53,53,0,1.71,289,280,145,15
Andrea Cistana,23,859881600,Serie A,2019/2020,Midfielder,Brescia,1839,939,900,Italy,21,11,10,1,1,0,0,0,0,0,0,4,1,3,32,19,13,8,1,0.05,0,0.05,0.1,0,1839,1.57,57,88,204,0,0.44,240,350,-1,13
Andrea Consigli,33,538732800,Serie A,2019/2020,Goalkeeper,Sassuolo,2790,1530,1260,Italy,31,17,14,0,0,0,0,0,0,0,0,5,3,2,50,28,22,1,0,0,0,0,0,0,0,1.61,56,90,2790,0,0.03,414,417,133,29
Andrea Conti,26,762595200,Serie A,2019/2020,Defender,AC Milan,1729,758,971,Italy,23,9,12,0,0,0,2,1,1,0,0,6,2,4,27,11,16,8,0,0.1,0.1,0,0,0,0,1.41,64,75,216,865,0.42,336,156,105,20
Andrea Danzi,21,919929600,Serie A,2019/2020,Midfielder,Hellas Verona,0,0,0,Italy,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Andrea Favilli,23,863852400,Serie A,2019/2020,Forward,Genoa,652,382,270,Italy,20,5,2,0,0,0,0,0,0,0,0,2,1,1,11,7,4,4,0,0,0,0,0,0,0,1.52,59,33,163,0,0.55,443,450,-1,22
Andrea Ghezzi,0,0,Serie A,2019/2020,Goalkeeper,Brescia,30,19,11,Italy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,6,15,8,0,0,0,-1,-1,-1,20
Andrea Ghezzi,19,983520000,Serie A,2019/2020,Midfielder,Brescia,2,2,0,Italy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,-1,32
Andrea Ghion,20,951292800,Serie A,2019/2020,Midfielder,Sassuolo,45,23,22,Italy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,-1,-1,-1,19
Andrea La Mantia,29,673513200,Serie A,2019/2020,Forward,Lecce,550,238,312,Italy,12,2,4,2,0,2,0,0,0,0,0,1,0,1,17,6,11,1,0,0.33,0,0.33,0,0.58,275,2.78,32,46,550,0,0.16,58,297,-1,10
Andrea Masiello,34,507974400,Serie A,2019/2020,Defender,Genoa,1872,850,1022,Italy,22,10,12,0,0,0,1,0,1,0,0,5,3,2,34,16,18,5,0,0.05,0.05,0,0,0,0,1.63,55,85,374,1872,0.24,391,237,136,21
Andrea Papetti,18,1025679600,Serie A,2019/2020,Defender,Brescia,917,384,533,Italy,11,4,6,1,1,0,0,0,0,0,0,1,1,0,25,7,18,5,0,0.1,0,0.1,0.23,0,917,2.45,37,83,183,0,0.49,184,290,188,10
Andrea Petagna,25,804495600,Serie A,2019/2020,Forward,SPAL,3033,1551,1482,Italy,36,17,16,12,6,6,1,1,0,5,2,3,1,2,55,28,27,5,0,0.39,0.03,0.36,0.35,0.36,253,1.63,55,84,607,3033,0.15,48,257,-1,1
Andrea Pinamonti,21,927097200,Serie A,2019/2020,Forward,Genoa,2239,1121,1118,Italy,32,12,11,5,1,4,1,1,0,1,1,7,4,3,43,18,25,1,0,0.24,0.04,0.2,0.08,0.32,448,1.73,52,70,2239,2239,0.04,102,248,-1,4
Andrea Poli,30,623055600,Serie A,2019/2020,Midfielder,Bologna,1926,986,940,Italy,28,11,11,2,1,1,0,0,0,0,0,2,1,1,31,16,15,5,0,0.09,0,0.09,0.09,0.1,963,1.45,62,69,385,0,0.23,195,434,-1,8
Andrea Ranocchia,32,571996800,Serie A,2019/2020,Defender,Inter Milan,525,255,270,Italy,7,2,3,0,0,0,0,0,0,0,0,5,3,2,2,1,1,3,0,0,0,0,0,0,0,0.34,263,75,175,0,0.51,324,324,1,23
Andrea Rispoli,31,591519600,Serie A,2019/2020,Defender,Lecce,1904,1021,883,Italy,28,11,9,0,0,0,0,0,0,0,0,3,1,2,42,23,19,6,0,0,0,0,0,0,0,1.99,45,68,317,0,0.28,304,276,173,24
Andrea Seculin,30,647938800,Serie A,2019/2020,Goalkeeper,Sampdoria,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Andrea Tabanelli,30,633945600,Serie A,2019/2020,Midfielder,Lecce,965,425,540,Italy,13,5,6,1,1,0,0,0,0,0,0,1,0,1,16,9,7,4,0,0.09,0,0.09,0.21,0,965,1.49,60,74,241,0,0.37,192,300,-1,13
Andreas Cornelius,27,732268800,Serie A,2019/2020,Forward,Parma,1491,729,762,Denmark,26,6,11,12,6,6,3,0,3,0,0,6,4,2,19,9,10,1,0,0.91,0.18,0.72,0.74,0.71,124,1.15,78,57,1491,497,0.06,9,80,-1,1
Andreas Skov Olsen,20,946454400,Serie A,2019/2020,Midfielder,Bologna,747,423,324,Denmark,26,5,2,1,0,1,0,0,0,0,0,1,0,1,10,6,4,2,0,0.12,0,0.12,0,0.28,747,1.2,75,29,374,0,0.24,164,437,-1,10
Andreaw Gravillon,22,886924800,Serie A,2019/2020,Defender,Sassuolo,0,0,0,Guadeloupe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Andri Fannar Baldursson,18,1010649600,Serie A,2019/2020,Midfielder,Bologna,136,77,59,Iceland,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1.32,68,19,0,0,0,-1,-1,-1,16
Ante Rebić,26,748594800,Serie A,2019/2020,Forward,AC Milan,1396,728,668,Croatia,26,8,7,11,6,5,3,1,2,0,0,6,2,4,20,10,10,5,0,0.9,0.19,0.71,0.74,0.67,127,1.29,70,54,279,465,0.32,10,68,-1,1
Antonín Barák,25,786441600,Serie A,2019/2020,Midfielder,Lecce,1556,793,763,Czech Republic,24,8,8,2,2,0,1,0,1,0,0,4,1,3,37,21,16,1,0,0.17,0.06,0.12,0.23,0,778,2.14,42,65,1556,1556,0.06,154,213,-1,7
Antonino Barillà,32,575884800,Serie A,2019/2020,Midfielder,Parma,1692,783,909,Italy,26,9,11,1,1,0,2,0,2,0,0,3,2,1,30,12,18,6,0,0.16,0.11,0.05,0.11,0,1692,1.6,56,65,282,846,0.32,231,138,-1,13
Antonino Gallo,20,947059200,Serie A,2019/2020,Defender,Lecce,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Antonino La Gumina,24,826099200,Serie A,2019/2020,Forward,Sampdoria,186,103,83,Italy,5,1,1,0,0,0,0,0,0,0,0,1,1,0,3,0,3,0,0,0,0,0,0,0,0,1.45,62,37,0,0,0,-1,-1,-1,14
Antonio Barreca,25,795513600,Serie A,2019/2020,Defender,Genoa,1096,667,429,Italy,18,5,6,0,0,0,1,0,1,0,0,4,3,1,21,11,10,0,0,0.08,0.08,0,0,0,0,1.72,52,61,0,1096,0,424,184,149,28
Antonio Candreva,33,541497600,Serie A,2019/2020,Midfielder,Inter Milan,2000,1015,985,Italy,32,12,12,5,3,2,7,7,0,0,0,11,7,4,26,11,15,5,0,0.54,0.32,0.23,0.27,0.18,400,1.17,77,63,400,286,0.23,88,18,-1,3
Antonio Donnarumma,30,647334000,Serie A,2019/2020,Goalkeeper,AC Milan,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Antonio Mirante,37,426495600,Serie A,2019/2020,Goalkeeper,Roma,450,180,270,Italy,5,2,3,0,0,0,0,0,0,0,0,2,0,2,5,3,2,0,0,0,0,0,0,0,0,1,90,90,0,0,0,435,446,32,25
Antonio Pio Daniele,18,1026284400,Serie A,2019/2020,Goalkeeper,Napoli,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Antonio Rosati,37,425458800,Serie A,2019/2020,Goalkeeper,Torino,90,0,90,Italy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,17
Antonio Sanabria,24,825926400,Serie A,2019/2020,Forward,Genoa,1390,670,720,Paraguay,24,8,8,6,3,3,2,0,2,0,0,5,3,2,32,14,18,3,0,0.52,0.13,0.39,0.4,0.38,232,2.07,43,58,463,695,0.19,41,124,-1,3
Arkadiusz Milik,26,762422400,Serie A,2019/2020,Forward,Napoli,1750,934,816,Poland,26,10,9,11,7,4,0,0,0,0,0,3,2,1,22,12,10,5,0,0.57,0,0.57,0.67,0.44,159,1.13,80,67,350,0,0.26,15,293,-1,1
Arkadiusz Reca,25,803372400,Serie A,2019/2020,Midfielder,SPAL,1932,965,967,Poland,25,10,12,0,0,0,2,0,2,0,0,3,1,2,41,21,20,2,0,0.09,0.09,0,0,0,0,1.91,47,77,966,966,0.09,298,168,-1,19
Armando Izzo,28,699523200,Serie A,2019/2020,Defender,Torino,2688,1262,1426,Italy,31,14,16,1,0,1,0,0,0,0,0,7,4,3,49,19,30,8,2,0.03,0,0.03,0,0.06,2688,1.64,55,87,299,0,0.3,259,414,138,8
Artur Ioniţă,29,650876400,Serie A,2019/2020,Midfielder,Cagliari,1894,987,907,Moldova,34,11,10,0,0,0,2,1,1,0,0,7,3,4,28,13,15,6,0,0.1,0.1,0,0,0,0,1.33,68,56,316,947,0.29,342,157,-1,25
Ashley Young,35,489740400,Serie A,2019/2020,Midfielder,Inter Milan,1186,615,571,England,18,7,6,4,2,2,4,2,2,0,0,7,3,4,17,9,8,1,0,0.61,0.3,0.3,0.29,0.32,297,1.29,70,66,1186,297,0.08,66,23,-1,5
Asmir Begović,33,551170800,Serie A,2019/2020,Goalkeeper,AC Milan,128,90,38,Bosnia and Herzegovina,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,2.11,43,64,0,0,0,-1,-1,-1,16
Augustas Dubickas,19,984816000,Serie A,2019/2020,Midfielder,Lecce,0,0,0,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Bakary Adama Soumaoro,28,708850800,Serie A,2019/2020,Defender,Genoa,637,360,277,France,8,4,3,1,0,1,0,0,0,0,0,2,1,1,14,10,4,2,0,0.14,0,0.14,0,0.32,637,1.98,46,80,319,0,0.28,137,289,172,9
Bartosz Bereszyński,28,710924400,Serie A,2019/2020,Defender,Sampdoria,2405,1158,1247,Poland,28,13,14,0,0,0,0,0,0,0,0,7,6,1,47,20,27,10,0,0,0,0,0,0,0,1.76,51,86,241,0,0.37,446,453,157,28
Bartosz Salamon,29,673081200,Serie A,2019/2020,Defender,SPAL,341,131,210,Poland,7,1,2,0,0,0,0,0,0,0,0,0,0,0,7,3,4,1,0,0,0,0,0,0,0,1.85,49,49,341,0,0.26,276,267,165,15
Bartłomiej Drągowski,22,871974000,Serie A,2019/2020,Goalkeeper,Fiorentina,2790,1530,1260,Poland,31,17,14,0,0,0,0,0,0,0,0,8,5,3,39,22,17,1,0,0,0,0,0,0,0,1.26,72,90,2790,0,0.03,372,371,83,18
Bastos,29,670060800,Serie A,2019/2020,Defender,Lazio,756,338,418,Angola,16,3,3,1,1,0,0,0,0,0,0,2,1,1,10,5,5,4,0,0.12,0,0.12,0.27,0,756,1.19,76,47,189,0,0.48,159,399,71,9
Berat Djimsiti,27,730108800,Serie A,2019/2020,Defender,Atalanta,2789,1555,1234,Albania,34,18,14,2,2,0,1,1,0,0,0,8,5,3,35,23,12,5,0,0.1,0.03,0.06,0.12,0,1395,1.13,80,82,558,2789,0.16,219,256,54,9
Biagio Meccariello,29,670060800,Serie A,2019/2020,Defender,Lecce,767,426,341,Italy,14,5,3,1,1,0,0,0,0,0,0,0,0,0,20,13,7,2,0,0.12,0,0.12,0.21,0,767,2.35,38,55,384,0,0.23,162,292,186,11
Birkir Bjarnason,32,580719600,Serie A,2019/2020,Midfielder,Brescia,802,354,448,Iceland,13,4,5,0,0,0,1,1,0,0,0,1,1,0,24,6,18,1,0,0.11,0.11,0,0,0,0,2.69,33,62,802,802,0.11,281,142,-1,16
Blaise Matuidi,33,544950000,Serie A,2019/2020,Midfielder,Juventus,2231,1252,979,France,35,13,10,0,0,0,2,2,0,0,0,12,8,4,23,12,11,2,0,0.08,0.08,0,0,0,0,0.93,97,64,1116,1116,0.08,368,190,-1,29
Blerim Džemaili,34,513676800,Serie A,2019/2020,Midfielder,Bologna,696,344,352,Switzerland,14,4,4,1,1,0,1,0,1,0,0,2,1,1,17,7,10,2,0,0.26,0.13,0.13,0.26,0,696,2.2,41,50,348,696,0.26,146,115,-1,9
Bobby Adekanye,21,918979200,Serie A,2019/2020,Forward,Lazio,177,134,43,Netherlands,11,0,0,1,1,0,0,0,0,0,0,3,2,1,3,3,0,1,0,0.51,0,0.51,0.67,0,177,1.53,59,16,177,0,0.51,-1,-1,-1,8
Bogdan Jocic,19,979200000,Serie A,2019/2020,Midfielder,Hellas Verona,0,0,0,Serbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Boris Radunović,24,833094000,Serie A,2019/2020,Goalkeeper,Hellas Verona,270,180,90,Serbia,3,2,1,0,0,0,0,0,0,0,0,1,1,0,7,4,3,1,0,0,0,0,0,0,0,2.33,39,90,270,0,0.33,-1,-1,-1,21
